"Sampler for uncoated Au substrate"
"theta = sampler[T,r] with r uniform on [0,1]; Interpolate this tabulation to obtain sampler."
"beamE (eV)","r","theta (deg)"
1500,0.03515625,8.259189091939987
1500,0.037109375,8.492100543004188
1500,0.0380859375,8.608556268536288
1500,0.0390625,8.725011994068389
1500,0.04296875,9.172577562949641
1500,0.044921875,9.383206181765114
1500,0.0458984375,9.488520491172851
1500,0.04638671875,9.54117764587672
1500,0.046875,9.593834800580588
1500,0.0546875,10.404350328947368
1500,0.0556640625,10.501941588998537
1500,0.056640625,10.599532849049709
1500,0.05859375,10.794715369152048
1500,0.0625,11.168874393041994
1500,0.064453125,11.34696633550771
1500,0.0654296875,11.436012306740569
1500,0.06640625,11.525058277973429
1500,0.0703125,11.881242162904861
1500,0.07421875,12.22951470379636
1500,0.0751953125,12.315593547705937
1500,0.076171875,12.401672391615516
1500,0.078125,12.573830079434673
1500,0.0859375,13.24608638221212
1500,0.09375,13.891754727474973
1500,0.09765625,14.201693471862358
1500,0.1015625,14.505127363743807
1500,0.109375,15.109152102161971
1500,0.1171875,15.700614284290271
1500,0.12109375,15.996345375354421
1500,0.125,16.280196778443624
1500,0.1328125,16.847602293977644
1500,0.134765625,16.98945367286115
1500,0.13671875,17.127854517567457
1500,0.140625,17.404101918142693
1500,0.1484375,17.956596719293163
1500,0.15625,18.49315243535779
1500,0.171875,19.555528798656393
1500,0.1875,20.589473031736347
1500,0.203125,21.598362944400648
1500,0.21875,22.601464425317598
1500,0.234375,23.60094565460858
1500,0.2421875,24.098203329704397
1500,0.25,24.5908956711075
1500,0.265625,25.570136505531416
1500,0.28125,26.545374209930216
1500,0.2890625,27.032752685987717
1500,0.296875,27.514893689057427
1500,0.3125,28.48426493667652
1500,0.328125,29.456207583290993
1500,0.33203125,29.69846795156783
1500,0.3359375,29.940728319844673
1500,0.34375,30.423022943066538
1500,0.359375,31.38729924666691
1500,0.375,32.359396901512355
1500,0.40625,34.3440793884316
1500,0.421875,35.33823837209302
1500,0.4375,36.33607708254806
1500,0.46875,38.34260017700448
1500,0.5,40.36339289130352
1500,0.515625,41.38065935572958
1500,0.53125,42.387833208184716
1500,0.5625,44.405881169527895
1500,0.59375,46.45620892870788
1500,0.625,48.50711159737417
1500,0.65625,50.56055104138385
1500,0.6875,52.635234748218345
1500,0.71875,54.74782563109124
1500,0.734375,55.81828341360626
1500,0.75,56.900117723471624
1500,0.765625,57.99423603420698
1500,0.78125,59.13869741483139
1500,0.796875,60.28926556272743
1500,0.8125,61.45883290247815
1500,0.828125,62.67236278516671
1500,0.84375,63.91260065630235
1500,0.8515625,64.55704005025247
1500,0.85546875,64.88114386592056
1500,0.859375,65.21110018726591
1500,0.8671875,65.87779104244694
1500,0.875,66.56599096760797
1500,0.8828125,67.26654563969018
1500,0.890625,67.9797125400641
1500,0.8984375,68.73376156163376
1500,0.90234375,69.11525083777218
1500,0.90625,69.5059814738937
1500,0.9140625,70.30758984497338
1500,0.921875,71.15185214271543
1500,0.9296875,72.03669649713767
1500,0.9375,72.96873254677465
1500,0.939453125,73.21445240027829
1500,0.94140625,73.46214227736549
1500,0.9453125,73.95752203153988
1500,0.94921875,74.48659317194227
1500,0.953125,75.02040568280033
1500,0.955078125,75.30887768744599
1500,0.95703125,75.59734969209163
1500,0.9609375,76.19062086444843
1500,0.96484375,76.8216107677947
1500,0.966796875,77.15044512044912
1500,0.96875,77.49663546312624
1500,0.97265625,78.21054935730791
1500,0.9765625,78.9818078422877
1500,0.978515625,79.40419013329307
1500,0.98046875,79.82839210250381
1500,0.982421875,80.28882577477839
1500,0.984375,80.77387461851475
1500,0.986328125,81.29342100522892
1500,0.98828125,81.84309509840253
1500,0.9892578125,82.14107249495174
1500,0.98974609375,82.30545493652731
1500,0.990234375,82.46983737810287
1500,0.9921875,83.15130250994619
1500,0.99267578125,83.34657638624797
1500,0.9931640625,83.54185026254972
1500,0.994140625,83.93239801515327
1500,0.99462890625,84.16106938062812
1500,0.994873046875,84.28424701178217
1500,0.9951171875,84.40742464293625
1500,0.99609375,84.90013516755242
1500,0.99658203125,85.1854815274533
1500,0.996826171875,85.34144512996497
1500,0.9970703125,85.49740873247664
1500,0.998046875,86.17449107383004
1500,0.9981689453125,86.28670264906368
1500,0.998291015625,86.39891422429737
1500,0.99853515625,86.62333737476467
1500,0.9990234375,87.11875172842919
1500,0.99908447265625,87.21105319672986
1500,0.999114990234375,87.25720393088017
1500,0.9991455078125,87.3033546650304
1500,0.999267578125,87.48795760163156
1500,0.99951171875,87.8571634748341
1500,0.9996337890625,88.08382956469244
1500,0.99969482421875,88.26908828437216
1500,0.9997100830078125,88.31540296429218
1500,0.999725341796875,88.36171764421192
1500,0.999755859375,88.45434700405188
1500,0.9998779296875,88.8248644434113
1500,0.99993896484375,89.05181218927488
1500,0.9999542236328125,89.28885914195705
1500,0.9999580383300781,89.34812088012681
1500,0.9999589920043945,89.36293631466991
1500,0.9999599456787109,89.37775174921245
1500,0.9999618530273438,89.40738261829632
1500,0.999969482421875,89.52590609463844
1500,1.,90.
2000,0.,0.
2000,0.000244140625,0.48408529395881345
2000,0.0003662109375,0.7261279409382201
2000,0.00042724609375,0.8471492644279235
2000,0.000457763671875,0.9076599261727751
2000,0.000461578369140625,0.9152237588908816
2000,0.0004620552062988281,0.916169237980645
2000,0.00046253204345703125,0.9171147170704083
2000,0.0004634857177734375,0.9190056752499348
2000,0.00046539306640625,0.9227875916089882
2000,0.0004730224609375,0.937915257045201
2000,0.00048828125,0.9681705879176269
2000,0.0009765625,1.3122336306665388
2000,0.00146484375,1.6350811413513255
2000,0.001708984375,1.796504896693719
2000,0.0018310546875,1.8772167743649157
2000,0.00189208984375,1.917572713200514
2000,0.001922607421875,1.9377506826183133
2000,0.0019378662109375,1.947839667327213
2000,0.001941680908203125,1.9503619135044377
2000,0.00194549560546875,1.9528841596816626
2000,0.001953125,1.9579286520361123
2000,0.00390625,2.7489582133809303
2000,0.004150390625,2.845730676567538
2000,0.0042724609375,2.894116908160842
2000,0.004302978515625,2.906213466059168
2000,0.00433349609375,2.9183100239574937
2000,0.00439453125,2.9425031397541455
2000,0.0048828125,3.0992807904411763
2000,0.005859375,3.3817587972689074
2000,0.0068359375,3.6642368040966384
2000,0.00732421875,3.805475807510504
2000,0.007568359375,3.8760953092174373
2000,0.007598876953125,3.884922746930804
2000,0.00762939453125,3.8937501846441704
2000,0.0076904296875,3.9114050600709036
2000,0.0078125,3.94671481092437
2000,0.01171875,4.832479491552957
2000,0.0118408203125,4.859782027950374
2000,0.01190185546875,4.8734332961490825
2000,0.011962890625,4.887084564347791
2000,0.01220703125,4.941689637142625
2000,0.0126953125,5.041885769235911
2000,0.013671875,5.221625277376751
2000,0.015625,5.5811042936584325
2000,0.0166015625,5.760843801799273
2000,0.01708984375,5.850713555869693
2000,0.017578125,5.940583309940114
2000,0.01953125,6.257633166146359
2000,0.021484375,6.566281433637866
2000,0.0224609375,6.72060556738362
2000,0.02294921875,6.7977676342564965
2000,0.023193359375,6.836348667692935
2000,0.0234375,6.874929701129373
2000,0.02734375,7.435486266246954
2000,0.029296875,7.708555988525589
2000,0.02978515625,7.7768234190952485
2000,0.030029296875,7.810957134380078
2000,0.0302734375,7.845090849664907
2000,0.03125,7.981625710804225
2000,0.03515625,8.47187602139018
2000,0.037109375,8.716028278889453
2000,0.0380859375,8.83810440763909
2000,0.0390625,8.960180536388728
2000,0.04296875,9.400385305894178
2000,0.044921875,9.618352384175203
2000,0.0458984375,9.727335923315719
2000,0.04638671875,9.781827692885974
2000,0.046875,9.836319462456233
2000,0.0546875,10.663447447151015
2000,0.0556640625,10.765545864149253
2000,0.056640625,10.867644281147491
2000,0.05859375,11.066661881376472
2000,0.0625,11.445613268699622
2000,0.064453125,11.635088962361198
2000,0.0654296875,11.729826809191986
2000,0.06640625,11.824564656022773
2000,0.0703125,12.18890692853032
2000,0.07421875,12.54065581999163
2000,0.0751953125,12.628593042856956
2000,0.076171875,12.716530265722284
2000,0.078125,12.892404711452938
2000,0.0859375,13.558910804544116
2000,0.09375,14.207053023968786
2000,0.09765625,14.519342905170012
2000,0.1015625,14.831632786371237
2000,0.109375,15.43980761049662
2000,0.1171875,16.040231034890216
2000,0.12109375,16.329105548811928
2000,0.125,16.61798006273364
2000,0.1328125,17.18622309492662
2000,0.134765625,17.32364545219942
2000,0.13671875,17.461067809472222
2000,0.140625,17.735912524017827
2000,0.1484375,18.281561719127843
2000,0.15625,18.823475032242463
2000,0.171875,19.886018921205924
2000,0.1875,20.90938246106037
2000,0.203125,21.920562887469472
2000,0.21875,22.90218786411302
2000,0.234375,23.856562289889947
2000,0.2421875,24.33317537068568
2000,0.25,24.810134440069525
2000,0.265625,25.755530051913432
2000,0.28125,26.70060178998453
2000,0.2890625,27.171027623183882
2000,0.296875,27.63726962620063
2000,0.3125,28.56935877889047
2000,0.328125,29.499103907867497
2000,0.33203125,29.731090676759834
2000,0.3359375,29.963077445652175
2000,0.34375,30.427552597940995
2000,0.359375,31.35932060676739
2000,0.375,32.29388698452269
2000,0.40625,34.15062609577504
2000,0.421875,35.07644150015747
2000,0.4375,36.01770770540052
2000,0.46875,37.928952078213484
